,Unnamed: 0,stance,target,text
9081,9081,favor,"['አብን', 'ፓርቲ']","['ውይ', 'ውይ', 'ውድ', 'ወገኖች', 'አላህ', 'ከናተገር', 'ይሁን', 'ደስ', 'ስትሉ', 'በቃን', 'ጭኮና', 'ንቁ']"
9082,9082,against,"['ብልፅግና', 'ፓርቲ']","['ሀገር', 'መምራት', 'አችሉም', 'በተግባር', 'አመት', 'አየናችሁ', 'ዛሬ', 'ነገ', 'ይሻሻላል', 'እያልን', 'ጠበቅን', 'ምንም', 'ለውጥ', 'ማምጣት', 'አልቻላችሁም', 'ሌብነት', 'ግድያ', 'ተጠያቂነት', 'አለመኖር', 'የሀገሪቱ', 'መገለጫ', 'ሆኗል']"
9083,9083,favor,"['ኢዜማ', 'ፓርቲ']","['ታዲያ', 'ሙሁር', 'ማልት', 'ለመቼ', 'ነዉ', 'እናከብርሀለን']"
9084,9084,against,"['ቀይ', 'ባህር']","['እኛ', 'በዚህ', 'ሰአት', 'ቀይ', 'ባህር', 'አደለም', 'አላማችን', 'የመኖር', 'ያለመኖር', 'የህልውና', 'ጉዳይ', 'ነው']"
9085,9085,favor,"['አብን', 'ፓርቲ']","['ከዶክተር', 'አብይ', 'አህመድ', 'እና', 'ከአብን', 'ጋረ', 'ወደ', 'ፊት']"
9086,9086,neutral,"['ኢዜማ', 'ፓርቲ']","['ማን', 'የማሸንፍ', 'ይመስላችሀል']"
9087,9087,neutral,"['ብልፅግና', 'ፓርቲ']","['በስድብ', 'የተመሰረተ', 'አገር', 'የለምና', 'ስድብን', 'ትተን', 'ገንቢ', 'ሂስ', 'እየሰጠን', 'አገራችንን', 'እንግንባ', 'ስድብ', 'ጥላቻን', 'ጥላቻ', 'ደግሞ', 'ጥፋትን', 'ያስከትላል', 'እና']"
9088,9088,favor,"['አብን', 'ፓርቲ']","['አብን', 'እናግዝ', 'በርቱልን']"
9089,9089,favor,"['አብን', 'ፓርቲ']","['እልልልልልል', 'የኢትዮጵያ', 'ትንሳኤ', 'መጣልን']"
9090,9090,against,"['ብልፅግና', 'ፓርቲ']","['ሰም', 'አልጠረሀም', 'እጂ', 'ፀጋ', 'አረጌ', 'ምንደነዉ', 'ደደብ', 'ተጠረቅሞ', 'አይገባዉም', 'እጂ', 'እንደፀጋ', 'አራጌ', 'ያለ', 'ብትመረጡ', 'ወየዉላቹህ', 'እያልክ', 'ወግቶ', 'አይዞህ', 'በቃን', 'አይበጀነም', 'ወሬ', 'ሰልችት', 'ነዉ', 'ያለን']"
9091,9091,against,"['ብልፅግና', 'ፓርቲ']","['ምን', 'ዋጋ', 'አለው', 'የአባላት', 'መብዛት', 'በኦሮሚያ', 'ውስጥ', 'ያሉትን', 'ደሀ', 'አርሶ', 'አደሮች', 'ከመሞት', 'እና', 'ከመታረድ', 'ከመዘረፍ', 'ና', 'አመት', 'ከኖረበት', 'ቤቱና', 'ሰፈሩን', 'ለቆ', 'ከመሸሽ', 'አላደነውም']"
9092,9092,against,"['አብን', 'ፓርቲ']","['እንጭጭ', 'ፖለቲካህ', 'የትም', 'አይደርስም']"
9093,9093,against,"['ብልፅግና', 'ፓርቲ']","['ይህን', 'ስልጣን', 'ላይ', 'ላላችሁ', 'ሁሉ', 'ፈጣሪ', 'ልቦና', 'ይስጣችሁ', 'እናተ', 'የምታውቁት', 'መሰብሰብ', 'እና', 'ወሬ', 'መቅደድ', 'ነው', 'አደል', 'ይድፋችሁ']"
9094,9094,neutral,"['አብን', 'ፓርቲ']","['መቀሌ', 'ከአፋር', 'ድንበር', 'በ', 'ኪሜ', 'ርቀት', 'ላይ', 'ነው', 'የትግራይ', 'ወራሪ', 'ሀይል', 'ግን', 'በመቶወችነ', 'ኪሜ', 'የሚቀጠር', 'ዘልቆ', 'በመግባት', 'በአማራና', 'በአፋር', 'ወረራ', 'እያካሄደና', 'የሚፈፀመውን', 'የአረመኔነትና', 'የለየለት', 'ጠላትነት', 'ድርጊት', 'እየፈፀመ', 'ይገኛል']"
9095,9095,neutral,"['ብልፅግና', 'ፓርቲ']","['መማር', 'ያለባችሁን', 'አሁንም', 'ቢሆን', 'ተማሩ', 'ካለፉት', 'ዘመናት']"
9096,9096,favor,"['አብን', 'ፓርቲ']","['የአማራ', 'ፓለቲካ', 'እርስ', 'በረስ', 'ተባላ', 'ና', 'ተጠፋፋ', 'ተብሎ', 'የተረገመ', 'ይመስል', 'ከሌሎች', 'ክልሎች', 'መማር', 'አልቻልንም', 'ሁልየ', 'ድዱን', 'እየፋቀ', 'በጭፍን', 'ጥላቻ', 'የሚተች', 'አለ', 'ፓለቲከኞቻችን', 'እንደ', 'ብረት', 'ጠንካራ', 'መሆን', 'አለባቸው', 'የሚተቹን', 'መቀበል', 'ና', 'ከመረጣቸው', 'ማህበረሰብ', 'ሰፊ', 'ማብራርያ', 'መስጠት', 'አለባቸዉ']"
9097,9097,neutral,"['ሰንድቅ', 'አላማ']","['ችግሩን', 'ለመፍታት', 'መላ', 'ህዝቡ', 'ተወያቶ', 'እንዲፈታው', 'መደረግ', 'አለበት']"
9098,9098,neutral,"['ሰንድቅ', 'አላማ']","['ስለ', 'ባንዲራ', 'ከመንጨጨት', 'ምንሰርተን', 'እንደግ', 'ምን', 'እነልማ', 'ሀገርችን', 'ምን', 'ብሰራ', 'ትለወጠለች', 'ብንል', 'አይቀልም', 'በንዲረው', 'በህዝብ', 'ፊለጎት', 'አሰፈለጊ', 'ከሆነ', 'ይቀየረል', 'ብሎ', 'ነበር', 'ዶአብይ']"
9099,9099,favor,"['አብን', 'ፓርቲ']","['ብራቮ', 'አማራ', 'በርቱ', 'የናንተ', 'ጥንካሬ', 'ለኢትዮጵያ', 'ወሳኝ', 'ነው']"
9100,9100,against,"['አብን', 'ፓርቲ']","['መልስ', 'የተጠራ', 'ሙሽራ', 'ይመስላሉ']"
9101,9101,against,"['ብልፅግና', 'ፓርቲ']","['ባገኝ', 'ብከብር', 'ብበላ', 'ብጠጣ', 'እናቴ', 'ከሞተች', 'አባቴ', 'ከሞተ', 'እህቴ', 'ከሞተች', 'ወንድሜ', 'ከሞተ', 'ሁሉም', 'ባዶ', 'ነው', 'ስለዝህ', 'ምርጫው', 'እንደኔ', 'በብልፅና', 'መሆን', 'የለበትም']"
9102,9102,favor,"['አብን', 'ፓርቲ']","['አይዞችሁ', 'በርቱ', 'ከጎናችሁ', 'ነን']"
9103,9103,against,"['ቀይ', 'ባህር']","['አረ', 'አበድን', 'አሁን', 'ለኛ', 'ቀይ', 'ሽንኩርት', 'ነው', 'ቀይ', 'ባህር', 'የሚያስፈልገን']"
9104,9104,favor,"['አብን', 'ፓርቲ']","['ሰአት', 'ሁሉም', 'ቦታ', 'እኩል', 'ይቆጥራል', 'አምፖል', 'ግን', 'አንድ', 'ቦታ', 'ብቻ', 'ይበራል', 'ለሌላው', 'ጨለማ', 'ይሆናል', 'የ', 'አብን', 'ምልክት', 'ገራሚ', 'ነው']"
9105,9105,favor,"['ቀይ', 'ባህር']","['እንድህ', 'ያሉ', 'የሀገር', 'ሁልውናን', 'የሚበይኑ', 'አጀንዳዎችን', 'በመንደፍና', 'በመቅረፅ', 'ሁለት', 'ነገር', 'ማሳካት', 'ይቻላል', 'አንደኛው', 'ኢትዮጵያ', 'በአለም', 'ያላትን', 'ሚና', 'ማጉላት', 'ሁለተኛው', 'ህዝቡን', 'ከሰፈር', 'ጭቅጭቅ', 'መንጭቆ', 'ማውጣት', 'ጥሩ', 'መንገድና', 'እይታ', 'ነው', 'በእርታ']"
9106,9106,against,"['አብን', 'ፓርቲ']","['ሙያህን', 'ያለ', 'አግባብ', 'የፖለቲካ', 'መቀስቀሻ', 'እያደረግክ', 'ነው', 'ደግነቱ', 'ሙያው', 'ጠፍቶብሀል']"
9107,9107,favor,"['አብን', 'ፓርቲ']","['አብኖች', 'በርቱልን', 'ይሄ', 'ቀን', 'ያልፋል', 'ከጎናችሁ', 'ነን', 'አንድ', 'አማራ', 'ለሁሉም', 'አማራ', 'ሁሉም', 'አማራ', 'ለአንድ', 'አማራ', 'ከአብንጋ', 'ወደፊት', 'ጠንክሩልን', 'አሁን', 'ነው', 'አማራ', 'አንድ', 'የመሆኛው', 'ሰአት']"
9108,9108,favor,"['አብን', 'ፓርቲ']","['አብን', 'ውስጤነው', 'ደግሞም', 'እመርጠዋለሁ']"
9109,9109,neutral,"['ቀይ', 'ባህር']","['ወልቃይትን', 'ሰቶ', 'ቀይ', 'ባህር', 'ላይ', 'ትንሽ', 'መሬት', 'ማግኘት', 'ልል', 'ነበር', 'ግን', 'ፓርላማው', 'ተወያይቶ', 'ይወስን']"
9110,9110,against,"['ሰንድቅ', 'አላማ']","['ሁሉምን', 'አየሁት', 'በጣም', 'የአሳዝናል', 'አምትፅፉትን', 'አምታውቁት', 'አልመሰለኝምምክንያቱም', 'ባንዲራችን', 'የኢትዮጲያመለያ', 'አርማ', 'አንጅ', 'የብሄር', 'መግለጫ', 'አይደለም', 'ም', 'ሆኖም', 'አያውቅም']"
9111,9111,neutral,"['ቀይ', 'ባህር']","['ቀይ', 'ባህር', 'ለምን', 'ተባለ', 'ውሀው', 'ቀይ', 'ነው', 'ወይ']"
9112,9112,neutral,"['ኢዜማ', 'ፓርቲ']","['ማርና', 'ወተት', 'የምተፋስ', 'እናት', 'ሀገሬ', 'እትዮጵያዬ', 'ሺህ', 'አማት', 'ንገሺህ']"
9113,9113,neutral,"['ብልፅግና', 'ፓርቲ']","['የፊንፊኔ', 'መሬት', 'ብቻ', 'ሳይሆን', 'የፊንፊኔ', 'ሰማይም', 'የኦሮሞ', 'ነው', 'ወደ', 'ድምበሯ', 'ለማስፋፋት', 'ይቅርና', 'ያላቹበት', 'ላይ', 'ራሱ', 'ወደ', 'ሰማይ', 'ለመገንባት', 'ከኦሮሚያ', 'ፍቃድ', 'ማግኘት', 'አለባቹሁ', 'የመጀመሪያው', 'የኦሮሚያ', 'ክልላዊ', 'መንግስት', 'ፕሬዚዳንት', 'ሀሰን', 'አሊ', 'አም', 'ያደረጉት', 'ታሪካዊ', 'ንግግር']"
9114,9114,against,"['ቀይ', 'ባህር']","['ሁልጊዜ', 'የሰዋችን', 'ሀሳብ', 'ለመሰረቅ', 'እንደፈለገ', 'የሚያወራው', 'ጠቅላይ', 'እንደፈለገ', 'ቀይ', 'ባህር']"
9115,9115,favor,"['አብን', 'ፓርቲ']","['አማራ', 'ነን', 'ስልጡን', 'ህዝቦች']"
9116,9116,favor,"['አብን', 'ፓርቲ']","['በጣም', 'ትክክል', 'አማራ', 'ክልል', 'በጣም', 'ህግ', 'ይከበራል', 'እረባሽ', 'ወጣት', 'የለም']"
9117,9117,against,"['አብን', 'ፓርቲ']","['አብንም', 'የአብይ', 'ባሪያ', 'ለመሆን', 'እየተዘጋጃቺሁ', 'ይመስላል', 'ህዋሀትና', 'ብልግና', 'ስናስተያየው', 'አንዲ', 'ናቸው', 'ሁለቱም', 'ዘረኞች', 'አሁንም', 'ስልጣን', 'ላይ', 'ያለው', 'ኦረሞ', 'ሁኗል']"
9118,9118,neutral,"['ሰንድቅ', 'አላማ']","['ልሙጡና', 'የተለያዩ', 'የባንድራ', 'ድዛይኖች', 'ቀርበው', 'አብዘሀኛው', 'ህዝብ', 'የመረጠውና', 'የተስማማበት', 'ህጋዊ', 'ባንድራ', 'ይሁን']"
9119,9119,neutral,"['ቀይ', 'ባህር']","['ቀይ', 'ባህር', 'ለምን', 'ተባለ', 'ውሀው', 'ቀይ', 'ነው', 'ወይ']"
9120,9120,neutral,"['ሰንድቅ', 'አላማ']","['ባንዲራው', 'ይቀየር', 'ማለት', 'የህገ', 'መንግስት', 'ማሻሻያ', 'ጥያቄ', 'ማለት', 'ነው', 'ህገ', 'መንግስቱ', 'ይሻሻል', 'ዘንድ', 'ከጠየቅን', 'ደግሞ', 'ሌሎች', 'በጣም', 'መሰረታዊ', 'የሆኑ', 'አንቀፆች', 'ሁሉ', 'መነሳት', 'ሊኖርባቸው', 'ነው']"
9121,9121,neutral,"['ቀይ', 'ባህር']","['ሸገር', 'ጨዋታ', 'ላይ', 'በርካታ', 'ኢትዮጵያን', 'የሚቀይር', 'ሀሳብ', 'ያላቸው', 'ግሩም', 'ግለሰቦች', 'ላለፉት', 'ት', 'አመታት', 'ቀርበዋል', 'እባክዎትን', 'ከ', 'መአዛ', 'ብሩ', 'ጋር', 'ይመካከሩ']"
9122,9122,against,"['ብልፅግና', 'ፓርቲ']","['ብልፅግና', 'ስም', 'እጂ', 'ምን', 'ጥሩ', 'ሰራ', 'አለውና', 'ብቻ', 'እግዚአብሄር', 'ለህዝቤ', 'የሚበጀውን', 'ይምረጥልን']"
9123,9123,neutral,"['አብን', 'ፓርቲ']","['ብዙውን', 'ዘመን', 'አማራው', 'በኢትዮጵያዊነቱ', 'አተኩሮ', 'ሲሰራ', 'ለነበረ', 'በብሄር', 'ለመደራጅት', 'ፈተና', 'ነበረበት', 'ሆኖም', 'አሁን', 'አንድ', 'አንድ', 'ሁኔተዎች', 'በመፈጠራቸው', 'አደራጆቹ', 'አንድ', 'ከሆኑ', 'ህዝቡ', 'ዝግጁ', 'ነው', 'ለመደራጀት']"
9124,9124,neutral,"['አብን', 'ፓርቲ']","['የአማራ', 'ክልል', 'ህዝብ', 'ሳይሆን', 'የአማራ', 'ህዝብ', 'ተብሎ', 'ይስተካከል']"
9125,9125,against,"['ቀይ', 'ባህር']","['ጅሎ', 'የኦሮሞ', 'ወታደር', 'ከኤርትራ', 'ጀግኖች', 'ጋር', 'ተዋግቱ', 'ቀይ', 'ባህርን', 'ሊያስምልስ']"
9126,9126,against,"['ሰንድቅ', 'አላማ']","['ልመጡ', 'ባንዲራ', 'ሁሉንም', 'ህዝብና', 'ሀይማኖት', 'ስለማይወክል', 'መሀል', 'ያለው', 'ምልክት', 'መቀየር', 'የለበትም', 'ባለበት', 'ይፀናልን']"
9127,9127,favor,"['አብን', 'ፓርቲ']","['ወገኖቻችን', 'በርቱልን', 'የአማራ', 'ምሁሮች', 'እንወዳችኋለን']"
9128,9128,neutral,"['ሰንድቅ', 'አላማ']","['መጀመሪያ', 'በልባችን', 'ያለው', 'መለያየት', 'መነቃቀፍ', 'ነው', 'መነሳት', 'ያለበት', 'ያኔ', 'ነው', 'ለውጥ', 'የሚመጣው']"
9129,9129,against,"['አብን', 'ፓርቲ']","['ብልፅግን', 'ነው', 'የኛ', 'ምርጫ', 'ከአመት', 'በህዋላ', 'ተጠናክራችሁ', 'ኑ', 'ለጊዜው', 'በዚህ', 'ዙር', 'አይመጥንም', 'ኢሳያስ', 'ጠል', 'ናችሁ']"
9130,9130,neutral,"['ሰንድቅ', 'አላማ']","['አረ', 'የፈለጋችሁትን', 'አድርጉ', 'እኛ', 'የምንፈልገው', 'የዘወትር', 'ፀሎታችን', 'የድሮዋ', 'ኢትዮጵያውያን', 'ነው', 'ማለቴ', 'አማራ', 'ትግሬ', 'ኦሮሞ', 'ጉራጌ', 'ሳንል', 'በዘር', 'ሳንከፋፈል', 'እንደድሮው', 'በፍቅር', 'መኖር', 'ብቻ', 'ነው']"
9131,9131,against,"['ብልፅግና', 'ፓርቲ']","['መቼ', 'ነው', 'ስለህሊናችሁ', 'ስትሉ', 'የምትናገሩት', 'ታላንት', 'ለወያኔ', 'ስታሽረግዱ', 'ዛሬ', 'ደግሞ', 'ለኦሮሙማ', 'የኢትዮጵያ', 'ህዝብ', 'እንደሆነ', 'ቀድሞ', 'ስለሚያቅ', 'ለደንቆሮ', 'ተከፋይ', 'ካድሬዎቹ', 'ግድም', 'የለውም', 'አጨብጫቢዎች', 'ትግሬ', 'ሄደ', 'ኦሮሞ', 'ገባ', 'ለውጡ', 'ይህ', 'ነው', 'ሚዳያዎች', 'እንጀራችሁ', 'ነው', 'ስውም', 'ይረዳል', 'ግን', 'እንደ', 'ካድሬ', 'አታራግቡት', 'ኦሮሙማ', 'ለመውድቅ', 'ለመሬት', 'ቅርብ', 'ነው', 'እሩቅ', 'አይሄዱም']"
9132,9132,against,"['ብልፅግና', 'ፓርቲ']","['የእናንተ', 'ኪሳራ', 'እኮ', 'በአለማችን', 'ፈጣኑ', 'ክስረት', 'ነው', 'በዋቴ', 'ትልቅ', 'አይኮንም']"
9133,9133,favor,"['ቀይ', 'ባህር']","['ደግሞ', 'ቀላል', 'ነው', 'ኤርትራ', 'እትዮጵያን', 'የእውነት', 'አንድነት', 'ያስፈልገናል']"
9134,9134,against,"['ቀይ', 'ባህር']","['እና', 'እኛ', 'ምን', 'አገባን', 'ምድረ', 'ሸኔ', 'ፋኖዬ', 'ነዉ', 'ቀይ', 'ባህሩ', 'ኪሎ']"
9135,9135,against,"['ሰንድቅ', 'አላማ']","['ምርጫዬ', 'የአባገዳ', 'ባንድራ', 'ሆኖ', 'መሀል', 'ላይ', 'ጨረቃ', 'እና', 'ኮከብ', 'ብሆን', 'ደስ', 'ይለኛል', 'ሚክንያቱም', 'ከደም', 'እና', 'ከግፍ', 'የፀዳ', 'ደግሞ', 'ከጥንት', 'ጀምሮ', 'በድሞክራሲ', 'ስለምተዳድሩ']"
9136,9136,favor,"['ቀይ', 'ባህር']","['ኢትዮጵያ', 'የተመድ', 'መርሆችን', 'በመከተል', 'የባህር', 'በር', 'ማግኘት', 'ትችላለች', 'ስለዚህ', 'ለሁሉም', 'ነገር', 'ወሳኝ', 'የቤት', 'ስራዋ', 'በድፕሎማስ', 'ጓሮ', 'ቤት', 'ሀገሮችንና', 'የታላያዩ', 'የአለም', 'መንግስታትን', 'መሳማን', 'ይኖርበታል']"
9137,9137,favor,"['አብን', 'ፓርቲ']","['እባካችሁ', 'የአማራ', 'ህዝብ', 'በየግዜው', 'እየተፈናቀለና', 'እየ', 'ሞተ', 'ስለሆነ', 'አፋጣኝ', 'እርምጃ', 'መወሰድ', 'አለበት']"
9138,9138,neutral,"['ሰንድቅ', 'አላማ']","['የኢትዮጵያ', 'ዘሮች', 'ሳይሆን', 'የኢትዮጵያ', 'ብሄር', 'ብሄረሰቦች', 'በይ']"
9139,9139,against,"['ብልፅግና', 'ፓርቲ']","['በቁጥርም', 'በአስተሳስብም', 'መብለጥ', 'ጥሩ', 'ነውግን', 'የእውነት', 'ፍትህ', 'አለ', 'ወይ', 'ስው', 'በስልጣን', 'እድሜ', 'ልኩ', 'መኖር', 'አለበትን', 'እስኪ', 'በደንብ', 'እራሳችሁን', 'ፈትሹ']"
9140,9140,favor,"['ኢዜማ', 'ፓርቲ']","['ይመቻችሁ', 'እንደዝህ', 'ነው', 'ከተማረ', 'እዝብ', 'የምጠበቅ', 'ነው']"
9141,9141,favor,"['አብን', 'ፓርቲ']","['አይዟችሁ', 'በርቱ', 'እግዚአብሄር', 'ክፉውን', 'አርቆ', 'ሰላሙን', 'ያብዛላችሁ', 'ላይነጋ', 'አይመሽምና', 'በርቱ', 'እንደ', 'ምንም', 'ያልፋል', 'በሙሉና', 'ልብና', 'በፀዳ', 'ከተሰራ', 'እግዚአብሄር', 'በስራችሁም', 'በሄዳችሁበትም', 'በምገዳችሁም', 'እግዚአብሄር', 'ከፊትም', 'ከሗላ', 'ከቀኝ', 'ከግራ', 'ይቁም', 'ይከተላችሁ', 'እዲሁም', 'መላው', 'የአማራው', 'ዋገኔን']"
9142,9142,favor,"['አብን', 'ፓርቲ']","['አሁን', 'እውምነተኛ', 'አማራ', 'ክልል', 'የድሮውን', 'ታሪክ', 'ላመልስ', 'ቆርጦ', 'ተነስቷል', 'እግዚአብሄር', 'ያሰባቹህትን', 'ያሳካላቹህ', 'ድል', 'ለአማራ', 'ህዝብ']"
9143,9143,neutral,"['ሰንድቅ', 'አላማ']","['የኢትዮጵያ', 'ዘሮች', 'ሳይሆን', 'የኢትዮጵያ', 'ብሄር', 'ብሄረሰቦች', 'በይ']"
9144,9144,favor,"['አብን', 'ፓርቲ']","['በያለንበት', 'አደራጁን', 'በተለይ', 'ባረብ', 'ሀገር', 'ያለነው']"
9145,9145,favor,"['ብልፅግና', 'ፓርቲ']","['ብልፅግና', 'ፓርቲ', 'ለወሬ', 'ጊዜ', 'የለውም', 'ለልማት', 'እንጂ', 'ለወሬ', 'ከመሮጥ', 'ሰርቶ', 'መለወጥ', 'ይሻላል']"
9146,9146,favor,"['አብን', 'ፓርቲ']","['አማራ', 'ወርቅ', 'የእግዚአብሄር', 'ሰው', 'ነው', 'አዲሱ', 'ትውልድም', 'ለሰላም', 'ለፍቅር', 'ለአንድነት', 'እንዲሰሩ', 'እየተመኘሁ', 'መልካም', 'የስራ', 'ዘመን', 'ይሁንላችሁ']"
9147,9147,favor,"['አብን', 'ፓርቲ']","['ሀቅ', 'ነውበፖለቲካ', 'ስም', 'የግል', 'ፍላጎታቸውን', 'ለማሳካት', 'ሾልከው', 'የገቡ', 'የአብን', 'አመራሮችን', 'ታግለን', 'ከፓርቲው', 'እናስወግዳለንአብን', 'የጭቁኑ', 'የአማራ', 'ህዝብ', 'ፓርቲ', 'እንጂ', 'የከርሳሞችና', 'የከሀዲዎች', 'ከርስ', 'መሙያ', 'አይደለም']"
9148,9148,favor,"['አብን', 'ፓርቲ']","['ደስ', 'ብሎናል', 'እንኳን', 'ደስ', 'ያላችሁ']"
9149,9149,neutral,"['ብልፅግና', 'ፓርቲ']","['ፈጣሪ', 'ሆይ', 'ስለእውነት', 'ኢትዮጵያን', 'አድናት', 'አሜን']"
9150,9150,neutral,"['አብን', 'ፓርቲ']","['በአማራ', 'ተማሪዎች', 'ላይ', 'የተሰራውን', 'ሴራ', 'ታሪክ', 'ይቅር', 'አይለውም']"
9151,9151,neutral,"['ሰንድቅ', 'አላማ']","['ለኦሮሞ', 'ተቆርቋሪ', 'መስለው', 'ስለ', 'አማራ', 'መጥፎነት', 'የሚፅፉ', 'ወይም', 'ለአማራ', 'ተቆርቋሪ', 'መስለው', 'ስለኦሮሞ', 'መጥፎነት', 'የሚፅፉ', 'ወያኔዎች', 'ስለሆኑ', 'እንዳትሸወዱ', 'ባጭሩ', 'የቀን', 'ጅቦች', 'እና', 'የእነሱ', 'አሽከሮች', 'የነበሩት', 'ናቸው']"
9152,9152,favor,"['አብን', 'ፓርቲ']","['ለ', 'አመታት', 'በኢኮኖሚ', 'ና', 'በፖለቲካዊ', 'እኩልነት', 'ና', 'እኩል', 'ተጠቃሚነት', 'ባይተዋር', 'ና', 'እንደ', 'ሁለተኛ', 'ዜጋ', 'ይቆጠር', 'ለነበረው', 'አማራ', 'መደራጀት', 'የህልውና', 'ጉዳይ', 'ነው']"
9153,9153,neutral,"['ብልፅግና', 'ፓርቲ']","['ከኢትዮጵያውያን', 'የወል', 'ማንነቶች', 'ጥቂቶቹ', 'ከአለም', 'ብቸኛ', 'የፊደል', 'ፊደሎች', 'ፊደላት', 'ስነ', 'ፅሁፍ', 'ባለቤትነትየአድዋ', 'ድል', 'የዘመን', 'መለወጫ', 'የሰአት', 'አቆጣጠርበክፉም', 'በደግም', 'የጋርዮሽ', 'ባህሎችየህዳሴ', 'ግድብ', 'የአረንጓዴ', 'አሻራ', 'ወዘተ']"
9154,9154,against,"['ብልፅግና', 'ፓርቲ']","['ብልፅግና', 'የህዝብን', 'ደም', 'ማበልፀጉ', 'ይያታወቃል', 'ህዝብን', 'አሳዶ', 'አስገድሎል', 'ብልፅግና', 'ሽጦናል']"
9155,9155,neutral,"['ሰንድቅ', 'አላማ']","['ዶክተር', 'አብይ', 'መንግስት', 'እውነት', 'የህዝብ', 'ፍቅር', 'ካለው', 'ህዝቡ', 'እኔን', 'ይወክለኛል', 'የሚለውን', 'ሰንደቅ', 'አላማ', 'እንዲያመልክ', 'ሊፈቅድና', 'ተግባራዊ', 'ማድረግ', 'ይጠበቅበታል']"
9156,9156,against,"['ቀይ', 'ባህር']","['ለካንም', 'ኦቦ', 'ሽመልስ', 'እሬቻን', 'በቀይ', 'ባህር', 'ነው', 'ማከብረው', 'ያለው', 'ሆድ', 'ያባውን', 'ብቅል', 'ያወጠዋን', 'አሉ']"
9157,9157,against,"['ሰንድቅ', 'አላማ']","['ስንት', 'አንገብጋቢ', 'ስራዎች', 'እያሉን', 'ምድረ', 'ኮልኮሌ', 'የዘመኑ', 'ወጣት', 'በባኔዲራ', 'አርማ', 'ይጨቃጨቃል']"
9158,9158,favor,"['አብን', 'ፓርቲ']","['ረጅም', 'እድሜ', 'ወደማንነታችን', 'ለመለሰን', 'ጀግናው', 'ኮሌ', 'ደመቀ']"
9159,9159,neutral,"['አብን', 'ፓርቲ']","['የአፋር', 'ህዝብ', 'አይደለም', 'አብይ', 'የተንኮል', 'አባት', 'የነበረው', 'ሀይሌ', 'ስላሴ', 'መንበርከክ', 'አልቻለም', 'የአብይ', 'ቶንኮል', 'ብዙ', 'ቶንኮልኞች', 'ላየው', 'ለአፋር', 'ህዝብ', 'ቀላል', 'ነው']"
9160,9160,favor,"['አብን', 'ፓርቲ']","['የዚህ', 'ድህረ', 'ገፅ', 'አድናቂ', 'ነኝ', 'በድኑን', 'ብአዴንን', 'ሳትፈሩ', 'ይሄንን', 'መዘገባችሁ', 'ይደነቃልከአብን', 'ጋር', 'ወደ', 'ፊት']"
9161,9161,against,"['ብልፅግና', 'ፓርቲ']","['የ', 'ፍሪሜሰስ', 'ሰብስብ', 'ገና', 'የተሾምክ', 'ለት', 'መቀጫህን', 'ገንብተህ', 'ነበር', 'በህዝብ', 'ብር', 'ለቢሮህና', 'ለስልጣንህ', 'ያለህ', 'ሰዉ', 'በአንተ', 'ዘመን', 'ኢትዮጰያ', 'የተዋረደችበት', 'ዘመን', 'የለም', 'ሰራዊቱ', 'እጅጅ', 'ነዉ', 'ያልከዉ', 'ህዝቦቿም', 'ጭራሽ', 'ሸክም', 'ነዉ', 'የሆንክብን', 'እኔ', 'ለራሴ', 'እንዴት', 'እንደምትቀፈኝ']"
9162,9162,favor,"['ሰንድቅ', 'አላማ']","['ሰይጣን', 'ብቻ', 'ነው', 'የ', 'አርማ', 'በባንዲራው', 'ላይ', 'እንዲኖር', 'የሚፈልገው']"
9163,9163,favor,"['ብልፅግና', 'ፓርቲ']","['ለዜጎቹ', 'የሚቆም', 'መንግስት']"
9164,9164,neutral,"['ሰንድቅ', 'አላማ']","['በጣም', 'የሚያስቀኝ', 'ነገር', 'ቢኖር', 'በኮሜንት', 'የፓርላማ', 'ጥያቄና', 'መልስ', 'ስታካሂዱ', 'ነው', 'እንደውም', 'እናንተ', 'ማን', 'ይደምራችሁ', 'ይሁን']"
9165,9165,against,"['ሰንድቅ', 'አላማ']","['በየጊዜው', 'የአመራርና', 'የመንግስታት', 'መቀያየርን', 'ተከትሎ', 'ባንዲራ', 'የሚቀያየርበት', 'ሁኔታ', 'ተገቢ', 'አይደለም', 'አሁን', 'ችግራችን', 'የባንዲራ', 'ሳይሆን', 'የአስተሳሰብ', 'ነው', 'መጀመሪያ', 'የአስተሳሰብ', 'ብልሽቱ', 'ይስተካከል', 'ከዛም', 'አስፈላጊ', 'ሆኖ', 'ከተገኘ', 'ባንዲራው', 'ሊቀየር', 'ይችላል']"
9166,9166,against,"['አብን', 'ፓርቲ']","['ጨርቅ', 'መቀየር', 'የህዝብን', 'ህይወት', 'አይቀይርም', 'ምን', 'አለ', 'ለልብስ', 'የምታወጡትን', 'ገንዘብ', 'ህዝቡን', 'ብታግዙበት']"
9167,9167,favor,"['ኢዜማ', 'ፓርቲ']","['እነዛ', 'የተረገሙ', 'ምቀኞች', 'ስምዎት', 'ቢያጥላሉም', 'ህዝብ', 'በሀሰት', 'እንዲጠላዎት', 'ቢለፉም', 'አሜሪካ', 'ቢሄዱም', 'ፕሮፌሰር', 'ተብለው', 'መጡ']"
