stance,target,text
favor,አብን ፓርቲ,አበኖች እኳን ደስ ያላችሁ ክረስታን ታደለ በመፈታቱ በጣም ደስ ብሎናል አማራ ማለት የሰለጠነ ህዝብ ነው ከዚህም በላይ ሰርታችሁ አሳይታችሁናል ኢትዮጵያ እንደ ምሰሶ ያቆማት ከአላህ በኋላ አማራ ነው በርቱ አላህ ይጠብቃችሁ
favor,አብን ፓርቲ,ወጣትነት ከውቀት ጋር ሲጣምር ፍሬ ያፈራል በርቱ ስለጣን በውይይት ሲሆን ደስ ይላል
favor,አብን ፓርቲ,አንድም ፖለቲከኛ አገራችን ኢትዮጵያ አይሉም የእኔ ጭዋዎች የእኔ አብን የእኔ አማራ ግን ሁሌም ኢትዮጵያ ።ንፁህ ኢትዮጰያዊ ስለሆኑ ተባረኩልኝ
favor,አብን ፓርቲ,ዶክተር ደሣለኝ በጣም ትልቅ ሠው ነህ በጣም ነው የምናደንቅህ በጣም ነው የምንወድህ ሁሌም አብን
favor,አብን ፓርቲ,በርቱልን የኛ ኩራቶች እግዚአብሔር ይጠብቃችሁ ያለ አማራ ኢትዮጵያ እንደማትኖር አይተናል
favor,አብን ፓርቲ,"ይህ ቃለ መጠይቅ ወቅታዊ እና ለአማራ ጠል እኩዮች አሉባልታ ""ገዳይ"" ስለሆነ አብኖች እና አስራቶች ትደነቃላችሁ የክርስቲያን መፈታት ደግሞ ይበልጥ ያስደስታል በርቱ"
favor,አብን ፓርቲ,ስወዳችሁ ዶ/ር ደሳለኝ እግዚአብሔር ያክብርህ ።ወንድም በልጤ ደግሞ በርታ እግዚአብሔር ከአንተ ጋ ይሁን We Love You
favor,አብን ፓርቲ,ዶክተር ደሳለኝ ጫኔ እናመሰግንሀለን የአብን ፊት አውራሪ
favor,አብን ፓርቲ,የኛ ጀግና በርታ ከጎንህ ነን በጣም ድንቅ ቆራጥ ሰላምህ ይብዛ ትግሉ ይቀጥላል በርታ በጣም ደስ ይላል አብን የአማራ ኩራት ነው።
favor,አብን ፓርቲ,ዶክተር ደሳለኝ ጫኔ እናመሰግናለን አላህ ይጠብቅህ ወንድሜ
favor,አብን ፓርቲ,ኢንሻ አላህ እኔ ከሶስት ወር በኋላ ኢትዮጵያ እገባለሁ ምርጫው አያልፈኝም  ምርጫየ አብን  ነው  ግን ወሎ በገጠራማው አከባቢ ብታደራጁ ጥሩ ነው
favor,አብን ፓርቲ,ዶክተር ዴሳለኝ ጫኔ የኔ ቤቢ ፊት አስተዋይ ሰው ነህ ላደረክልን ታላቅ ትግል ከልብ እናመሰግናለን ፕሮፌሰር በለጠ ሞላ በርታልን መልካም የስራ ጊዜ አንድ ጊዜ አብን ሁሌም አብን
favor,አብን ፓርቲ,በርቱልን ፍቅራችሁ በአይን ይገባል እግዚአብሔርም ከእዉተኞች ጋር ነዉ እርግጠኛ ነኝ ከእናንተም ጋር ይሆናል በርቱልን ከጎናችሁ ነን
favor,አብን ፓርቲ,በጣም ደስስስስ ብሎኛል በክርስቲያን መፈታት
favor,አብን ፓርቲ,እግዚአብሔር እድሜና ጤና ይስጣችሁ የአማራ ብሌን ናችሁ ሁሌም ከጎናችሁ ነን። ዶክተር ደሣለኝ ጫኔ በጣም በጣም ነው ምናመስግነው ቀሪ ዘመንህን እግዚአብሔርም ይባርክልህ ወንዴሜ ያስብከው ዉሉ ይሳካልህ
favor,አብን ፓርቲ,አብን ፦ ለአማራ ህዝብም የኢትዮዽያም የትንሳኤ ተቋም ነው፥፥ ከ፬፭ አመታት በሗላ አማራ የሚመጥነውን ፓርቲ አግኝቷል፥፥ ጠበቅ አድርገን መያዝ ያስፈልጋል፥፥ አብኖች ታላቅነታችሁን ስልጣን በምርጫ በመልቀቅ አሳይታችሁናል፥ እናመሰግናለን፥፥ ይህ የምትመሩትን ህዝብ ከፍታ ከመረዳት የመነጨ ይመስለኛል፥፥ በርቱ ከጎናችሁ አለን፥፥
favor,አብን ፓርቲ,ዶ/ር ደሳለኝ ምርጥ የአማራ መሪ፣ እውነተኛ መምህር፣ እንወድሃለን፡፡ እድሜ ጤና ይስጥህ
favor,አብን ፓርቲ,የኔ ጀግናዎች ሁለታችሁም ለኔ ጎበዞች ናችሁ
favor,አብን ፓርቲ,አብን አማራው የወለደው የህዝብ ልጆች እንኳን ደስ አላቹህ ክሪስ ተፈታልን በጣም ደስ ይላል በርቱ አይዟችሁ።
favor,አብን ፓርቲ,አንበሳዬ ጄግናዬ አስተዋዩ ዋው ሁለታችሁም ናችሁ እንዴ ምርጦቸ ውድድድ
favor,አብን ፓርቲ,ጋዜጠኛው ሆይ አቶ በለጠ ሳይሆን ፕሮፌሰር በለጠ ብለህ አስተካክል
favor,አብን ፓርቲ,ወደፊት ወደፊት ገና ነው ስራችን አብይ ይለያል ስንል በምክናያት ነው
favor,አብን ፓርቲ,ብራቦ አብኖች ስልጣን እንደዚህ በሰላም መቀያየር እንደሚቻል አስተምሯቸው።
favor,አብን ፓርቲ,አብኖች የምሁራን ስብስብ በረቱልን
favor,አብን ፓርቲ,አንድ ስንሆን ይፈሩናል ሳይወድ በግዱ አስፈታን ጀኖቻችን ናችሁ።
favor,አብን ፓርቲ,ዶ/ር ደሳለኝ ጫኔ እጅግ ጠንካራ ኢትዮጵያዊ ነው ሊመሰገን ይገባል የደምቢ ዶሎ ዩኒቨርሲቲ ተማሪዎች ስለመታገታቸው ከአስራት ሚዲያ ጋር ለህዝብ ጆሮ ያሰማ ነው ከኃላፊነት ቢነሳም ወደፊት ለድርጅቱ ጠቃሚ ሰው ነው ስለአደረከው አስተዋጽኦ እናመሰግናለን፡፡
favor,አብን ፓርቲ,የኔ ምርጦች አስለቀሳችሁኝ ወንድማማችንት እደዚህ ነው መከባበር እደዚህ ነው።
favor,አብን ፓርቲ,እንኳን ደስ አላችሁ ክርስቲያን እና ጎደኞቹ ተፈተዋል. ዶክተር ደሳለኝ ዝምታው በበዛበት ሰዓት አማራን የሰበሰብክ ና ያነቃቃህ የቁርጥ ቀን ልጅ ነህ. አሁንም ቢሆን አትራቃቸው ታስፈልገናለህ።
favor,አብን ፓርቲ,ብርቅየ የአማራ ልጆች እና የሀገር አለኝታዎች ናቸው  የተረኞች እና የዘረኞች እራስ ምታቶች ንስሮች️ ዘረኞች ምንም ማድረግ አይቻልም እርር በሉ መታነቅ ትችላላችሁ
favor,አብን ፓርቲ,ትችላላችሁ ዶ/ር ደሳለኝ ሁላችሁም ቀሽት ናችሁ ቀጣዩ መሪያችን አብን ብቻ ነው ።
favor,አብን ፓርቲ,ኮራዉባቹ በስራቹ አብሶ ዶክተር ደሳለኝ ትልቅ ሰዉ ነክ ለስልጣን ብለህ አድም ችግር ሳፈጥር በፍቅር ለቀህ ጣፉጭ የሆነ ንግግርም አድረገሀል በለጠም ጠንካራ አስተዋይ የእዉቀት ባለቤት ነክ በርታ
favor,አብን ፓርቲ,እረዳት ፕሮፌስር በላይ ሞላ መልካም የስራ ዘመን ይሁንልህ
favor,አብን ፓርቲ,አስራት ልትመሰገኑ ይገባል ሁለቱን በአንድ አቅርባችሁ የጠላት ወሬ ላይ ውሀ ችልስ አረጋችሁ በርቱ
favor,አብን ፓርቲ,እንኳን ደስ አለን አላችሁ ክርስቲያን ታደለ ተፈታልን አሁን ነገ ቤተክርስቲያን ስለቴን አስገባለሁ እልል ወይኔ ወንድሜ ለኛ ብሎ  ለአማራ የሚታገል ስቃዩ ብዙ ነዉ ጎበዝ ከጎናቸዉ መቆም የዉዴታ ግዴታችን ነዉ በቻል ነዉ አቅም በስልክም  በአካልም ክርስቲያንን እንጠይቀዉ
favor,አብን ፓርቲ,አስራት ክርስቲያን ታደለን የምታቀርቡት ከሆነ የስር ቤቱን ስቃይ ባያወራ ምክንያቱም ገና ያልተፈቱ አማራ ይኖራሉ ለነሱ እናስጨክንባቸዋለን ከቀረበ ድምፅ ለሆኑት አማራ ምስጋና ብቻ ያቅርብና ዳይ ወደ ትግል እላለሁ የኔ አስተያየት ነው ለማየት ጓጉቻለሁ ክሪስን
favor,አብን ፓርቲ,ዋው ዶክተር ደሣለኝ የኔ አንደኛ ነህ የአማራ አለኝታ ናችሁ በሀሣብ።እንዳትለያዪ
favor,አብን ፓርቲ,ዶክተር ደሳለኝ ጫኔ ሌሎችም ባልደረቦችህ ክብር ምስጋና ይገባችኋል እግዚአብሔር ከፊት ከኋላ ይከተላችሁ ነቢዩ ሙሴ ዶክተር ደሳለኝ የአማራ መከራ ጣኒዎስን/ቀይ ባሕርን ለመሻገር የጀመርከውን ኢያሱ አቶ በለጠ እንደሚአሻግረን በእግዚአብሔር ስም ሙሉ እምነቴ ነው ክብር ምስጋና ለድንግል ማርያም ኢየሱስ ክርስቶስ ይሁን
favor,አብን ፓርቲ,የተከበሩ ዶክተር ደሣለኝ ጫኔ አኩረተህናል በተረፈ እንኳን ደሥ አላችሁ ክርሥቲን ታደለ ተፈታ
against,አብን ፓርቲ,ወይ የአለም መጨራሻ !! ሰዉ ማስተርስ ሳይኖረዉ ረዳት ፕሮፌሰር የምባልበት ዘመን ላይ ደረስን!!??? አሁን ነዉ የአለም መጨራሻ ማለት!! ድንቄም ፕሮፌሰር አይ አብኖች
favor,አብን ፓርቲ,የአብን አባል መሆን እፈልግ ነበር ግን እምኖረው በውጭ ነው
favor,አብን ፓርቲ,ትክክል እንደት እንደምታምሩ ለም ግን ምክተል አልሆነም ዶ / ረ ደሳለኝ ግን በሰላምህ ይሆን የለቀቅከው
favor,አብን ፓርቲ,ለምንድነው ግን አማራ ሲደራጅ ሌላው ብሄር ሽንቱ ሚመጣ!!?
favor,አብን ፓርቲ,እነዚህ ሰዎች ሳልፈልግ በግድ እንደውዳቸው ያደርጉኛል፡፡ ደርዝ ያለው የጨዋ አንደበት ኡፍፍ ደስ ሲሉ አረ አማራ ትምክህተኛ ቢሆን ምን ይፈረድባቸዋል ሙሉ ከመሆናቸው የተነሳ እኮ ነው ትምክህት የሚባሉት አማራዎች ታድላችሁ
favor,አብን ፓርቲ,ደኩተር ደሳለኝ መቸም ቢሆን አንርሳህም
favor,አብን ፓርቲ,አማራ ሆይ መከባበርን ከመሪዎችህ ተማር አብንን አስራትን እርዳ አሳድገው በኃላ እንዳይቆጭህ
favor,አብን ፓርቲ,አብን ከአስራት ጋር አማራን ያሻግራል ወደ  ከፍታ
favor,አብን ፓርቲ,በአጭር ጊዜ በአስቸጋሪ ሁኔታ ይሄን ያህል ከተንቀሳቀሳችሁ ነገ ታላቅ ሥራ በመስራት የአማራን ህዝብ ብሎም ኢትዮጵያን አንድ እርምጃ ወደፊት እንደምትወስዱት ፅኑ እምነት አለኝ
favor,አብን ፓርቲ,አብን ጀግኖች በርቱ። ለአሉባልታ፣ ለፍረጃ፣ ለጥላቻና ለጎጠኝነት ፓለቲካ ብዙ ቦታ አትስጡ። ትግላችሁ እውነተኛ መነሻ ምክንያት ስላለው በሂደት መላው አማራ ከጎናችሁ ይቆማል።
favor,አብን ፓርቲ,አብን ለምን ጎፈንድ አይከፍትም ሁሉም ይረዳዋል !!!
favor,አብን ፓርቲ,"ኦሮማራ ራሱን ካከሰመ በኋላ፣ ኦሮ የዘመኑ ""ብልጥ"" ሆነና የሃገሪቱን ሃብትና የመከላከያ ሓይሉን በመቈጣጠር ኦሮን ለመገንባትና ለመገንጠል አማራን ደሞ ከገፀ-ምድር ለማጥፋት ኣበክሮ እየሰራ ነው። አብን በርቱልን"
favor,አብን ፓርቲ,እንኳን ደሳለን ክርስቲያን ታደለ ተፈታልን አይዟችሁ እናንተም ታኮራራላችሁ የስልጣን ጥም እንደሌላችሁ ታስታውቃላችሁ እግዚአብሄር ከናተ ጋር ይሁን የአማራ ህዝብ ከናተ ጎን ነው
favor,አብን ፓርቲ,እዉነታችሁን ነዉ የአማራ ሕዝብ መቼ እኀደሚነቀና በስንት አመት እንደሚነቃ አይታወቅም !!!! በዉጪ ያለዉም የተማረ ነዉ የሚባለዉም ከእናንተ ጎን ቆሞ ሕዝቡን ከገባበት አዘቅትና ሰቆቃ ከማዉጣት ይልቅ በጎ እየተከፋፈለ እራሱንም ሕዝቡንም በባርነት አገዛዝ ዉስጥ መኖር ነዉ የሚፈልገዉ እዉነት አላችሁን ነዉ ሳያዉቅ ሳይሆን አዉቆ የተኛን መቀስቀስ ነዉ ለናንተ ትልቁ ፈተና
against,አብን ፓርቲ,ፖሊቲካውን ትታችሁ በየተማራችሁበት መስክ ተሰማሩ ፖሊቲካ አልገባችሁም ቀልዱን ትታችሁ።
favor,አብን ፓርቲ,የስልጣን ሺግግራችሁ መልካም ከመሆኑም ባለፈ ለዶክተር ደሳለኝ የበለጠ የተለያዩ ሙያዎችንና የግል ሥራዎቹን ለማከናወን ቢያንስ ጊዜ ማግኘቱ ጥሩ አጋጣሚ ተፈጥሮለታል።
favor,አብን ፓርቲ,እናም የአማራ ክልል መሪዎቹን በሚገባ ለአፍሪካ ብቻ ሳይሆን ለዓለም ብቃቱን አሣይቷልና እርስ በራሳችሁ ስለ ክልላችሁ ህዝብ ደህንነት በመናበብ ቀጥሉበት።
against,አብን ፓርቲ,እናተ ሌላው አሸባሪ መባል ያለባችሁ ናችሁ
favor,አብን ፓርቲ,እናንተ አማራን ወደ ድል ማብቃት ይገባችሁ ነበር ከጀመራችሁት ንግግር ብቻ ትመስላለህ አቶ በለጠ ሞላ።
against,አብን ፓርቲ,የአማራ የሕልውና አደጋ የተጋረጠበት ግፉና ሰቆቃው የጠናበት አማራ ስላልሆነ ነው ብሎ ክርክር አለ?አማራ ስላልሆነ ማለት ምን ማለት ነው?አሁንስ አማራ ሆኗል ሲባል ከምንድን ነው ወደ አማራነት የተቀየረው? መቼም ከኢትዮጵያዊነት እንደምትለኝ እገምታለሁ፡፡ነገር ግን በእኔ እምነት በአማራ ላይ የመዓት በትር ያረፈበት አማራ ስላልሆነ ወይም ኢትዮጵያዊ ስለሆነ አይደለም አለመደራጀቱ እንጂ፡፡
neutral,አብን ፓርቲ,አዲሱ መሪ አመጋገብ አስተካክል ከቅባት የፀዳ ተጠቀም አደራ
favor,አብን ፓርቲ,ኣማራ የውሃ ልክነው የሚባለው ለዚህ ነው
against,አብን ፓርቲ,ወሬኛ ሁላ ዝም ብለህ ታውራለህ ስንት የአማራ ልጅች እየታረዱ አንተ  ትቀባጥራለህ
favor,አብን ፓርቲ,በርቱልን የአማራ ህዝብ ከጎናችሁ ተሰላፊ  ነው
favor,አብን ፓርቲ,አብን የኛ ከፍ ብላችሁ ብረሩልን ንስሮቻችን አማራ የተበደለ ህዝብ ነው ድል #ለአማራ I Love You NAMA
favor,አብን ፓርቲ,በርቱልን አብን ወደፊት አማራ የጠላሽ ይጠላ ኢትዮጵዊነትና አማራነት ያንድ ሳንቲም የሁለት ገጽታ ናቸው።
favor,አብን ፓርቲ,አማራ ፍቅር ነው አማራ ይለመልማል አብሽር ወንድሞቸ አላህ አለን ኢንሻ አላህ።
favor,አብን ፓርቲ,አይዞን አሁን ጊዜው የእኛ ነው አልሀም ዱሊላሂ ለሁሉም ጊዜ አለው!!
favor,አብን ፓርቲ,በርቱ አብን ወደፊት እግዚአብሔር ከናንተ ጋር ይሁን
favor,አብን ፓርቲ,እኛ አማራዎች ኢማን አለን አልሀምዱሊላህ ወዛችሁ ከጨቋኞቹ ትሻላላችሁ
favor,አብን ፓርቲ,አማራዎች አይዞን የኔ አንበሳዎች ከአብን ጋር አብረን ወደ ፊት
favor,አብን ፓርቲ,ትክክል አብን ልዩ ናችሁ ኑሩልን እኛም ከጎናችሁ ነን
favor,አብን ፓርቲ,ወገኖቻችን በርቱልን የአማራ ምሁሮች እንወዳችኋለን
favor,አብን ፓርቲ,ከአብን ጋር ወደ ፊት አብን መዳኛችን
favor,አብን ፓርቲ,ወገኖች አይዞችሁ ኢንሻ አላህ ይነጋል
favor,አብን ፓርቲ,በርቱ እግዛብሄር ይጠብቃችሁ
favor,አብን ፓርቲ,አማራነት ይለምልም ጠንክሩ ጀግኖች
favor,አብን ፓርቲ,ትክክክክል የኔ ተማሮች በርቱ እኛም አብረን ነን አማራ ሲደራጅ የሚፍሩት የበደሉንና ሊበድሉ የተነሱት ናቸው አንሰማም የዋህነት አልበጀንም አስገደለን እንጅ እኔ ሴት ነኝ ግን እኩል ከወዶቹ መነሳት አለብኝ አማራ ለዘመናት ሲገደል ሲሰቃይ ኖሯል አሁን በቃን መሮናል ትግስት የለም ትግስት የለም። አማራ እጅ ለእጅ ተያይዘን ወደ ፊት እኛ ከማን እናንሳለን!
favor,አብን ፓርቲ,አማራነት ይለምልም  አማራ ነኝ አብንን ይዘን ወደ ፊት
favor,አብን ፓርቲ,አብን የኛ አንበሳ አብን ወስጤ ናችህ አማራ ትቅደም
favor,አብን ፓርቲ,አይዞአችሁ ወገኖቸ የተገፋ ወተት ቂቤ ይወጣዋል
favor,አብን ፓርቲ,ይርጋ ወትት ቅቤ ይውጥዋል
favor,አብን ፓርቲ,አብን በርቱ የአማራ አለኝታም መከታም ናችሁና ወድሞቸ በርቱ
favor,አብን ፓርቲ,አብንን ይዘን ወደ ፊት አማራ ተነስ በያለህበት
favor,አብን ፓርቲ,አማራ የሚኖረው ለህሊናው ነው ማንንም አይበድልም ምክኒያቱም ፈረሀ እግዚአብሔር ስላለው ነው
favor,አብን ፓርቲ,አማራ ላይመለስ ተነሰቷል አብን ይዘን ውድ ፊት ውድ ፊትትትትትት
favor,አብን ፓርቲ,አንድ አገር አንድ ኢትዮጵያ አንድ አማራ በርቱ ገና ከመደራጀታችሁ ብዙዎችን አስፈርታችኋል በርቱ በርቱ በርቱ ልክ ናችሁ እራሳችሁ መምራት ትችላላችሁ ድሮም ኢትዮጵያን ሲመራት የኖረው አማራው ንጉስ ነው።
favor,አብን ፓርቲ,አማራ ቲቪ አሁንስ እየተስተካከልክ ነው አብን መከታዬ ነው
favor,አብን ፓርቲ,እውነት ያአማራን ደም ጠጣ ብአዴን ተብሎ ስምህን ብር ቀይር ስራህ ቁጭ ብሎም አማራ ተነሳ ይብቃህ እራስክን አውጣ
favor,አብን ፓርቲ,አማራ በተለይ የወምበርማ ወረዳ ህዝብ እጅግ ለም መሬት ያለው ታታሪ ገበሬዎች ያሉበት ወረዳ ነው ነገር ግን በገበያ እጦት የሚሰቃይ ህዝብ ነው። እናም እጅጉን ድጋፍ የሚፈልግ ህዝብ ነው።
favor,አብን ፓርቲ,አማራ ካመረረ ወዮልሽ ወያኔ
against,አብን ፓርቲ,መሳሪያ ሳትታጠቅ በባዶው ወሬ ማውራት ምን ፋይዳ አለው?ሁልግዜ አማራ ማለቱን ተውና አሰታጥቁት ወጣቱን መሳሪያ ያለመታጠቅ ያለመሰልጠን ብቁ ሁነህ ያለመቅረብ ያሰጠቃሃል
favor,አብን ፓርቲ,ትክክለኛ ተብሎ የተመሰረተ የአማራ ማህጸን ያማጣቸው የወለዳቸው የአብራኩ ክፋይ በልጆቹ ይወከላል አማራ ስዓትን ምረጡ️️️
favor,አብን ፓርቲ,ድል ለአማራ ብሔራዊ ንቅናቄ አብን ️️
favor,አብን ፓርቲ,ምርጫችን አብን ነው
favor,አብን ፓርቲ,አብን የኔ ምርጫ አብን የህዝብ ድምፅ ️
favor,አብን ፓርቲ,ዋው አብን የኔ ጀግና አማራ ምርጫህ አብን ይሁን
favor,አብን ፓርቲ,አብን የሑላችን ምርጫ አብን የአማራ ድምፅ ️️️️️
favor,አብን ፓርቲ,እውነት ነው አሁን እስኳሁን የተጨቆነበትና የተጨፈጨፈበት ይበቃል
favor,አብን ፓርቲ,ክርስቲያን (ገብርዬ )በርታ ጀግናዬ ️አብን የአማራ መዳኒት ብየዋለው ️ጊዜው አሁን ነው
favor,አብን ፓርቲ,አልሃም ዱሊላህ ክርሲቲን ታደለን አየሁት ልበል አልሃ ምዱሊላህ አብን
against,አብን ፓርቲ,አማራ የአብንን ጡርምባ በመስማት በምርጫ ለውጥ አመጣለው ብሎ ጉዞ ከጀመረ በእውነትም ነፃነትን ፣ ለውጥን የማይፈልግ ህዝብ ነው ።
against,አብን ፓርቲ,አወ ህዝቡን ጠብቁት እራስ በራሳችሁ መብላት አቁሙ አንድ ህዝብ ነው እንወክላል ያለችሁት የአማራ ብልፅግና አማራን እወክላለሁ ብሎ ነው አብንም እንደዛው ስለዚህ በጦርነት ሳይሆን እራስ በራሳችሁ እየተባላችሁ ሳይሆን የፓለቲካ ልዩነት ልዩነት ነው ህዝቡ ግን አንድ ነው ስለዚህ ምርጫ በስነ ስራአት ማጠናቀቅ አለባችሁ
against,አብን ፓርቲ,ድል ለፋኖ የአማራ ህዝብ የሚመራው በፋኖ ብቻ ነው አብን የት ነበር በአምስት አመት የአማራ ስቃይ ድል ለፋኖ ህይወታቸውን ለሚስጡት::
favor,አብን ፓርቲ,አብን ታሻንፋለህ ደል ለአማራ
against,አብን ፓርቲ,የአማራ አመራሮች የአማራ ደም እንደ እሳት ያቃጥላችሁ አብንም ያው ነው።
against,አብን ፓርቲ,አብን ጎጠኛ ነዉ ሀገሬ ጎጃም እንዳትሸወድ አብን ማለት ጁንታዉ ያለበት የመሠረተዉ ነዉ ህዝቤ በደንብ መርምረዉ እንዳይሸዉድህ
favor,አብን ፓርቲ,አማራ አይለውም ግን ምርጫዬ አብን ነው።
against,አብን ፓርቲ,አብን የሙቀጫ ልጅ ገደል ግባ
favor,አብን ፓርቲ,አብንን ይምረጡ አብንን መምረጥ ኢትዮጽያን ከገባችበት አዘቅጥ ማውጣት ነውና አብን የአንድነት እና የድሞክራሲ ፓርቲ ነው አብን የሁላችን ነው አብን የህልውችን ብረሀን ነው
against,አብን ፓርቲ,የብሔር ፓርቲ ለማን ሊጠቅም ከህዉሀት ተማሩ አብን ኦነግ ህውሃት ያው ነው 11million አማራ ከክልል ውጭ ነው አብን ሊያኖረው ነው አንድ አማራ ለሁሉም አማራ የሌለ መፈክር ሌላው ኢትዮጵያዊ አይደለም
favor,አብን ፓርቲ,አብኖች በእውነት ትችላላችሁ የኛ ጀግኖች በርቱልን።
favor,አብን ፓርቲ,አብኖች አላህ ይጠብቃችሁ የወደፊት የአማራዎች እና የንፁሃን ኢትዮጲያውያን የወደ ፊት ተስፋ ናችሁ ኢንሻ አላህ እንወዳችኋለን
favor,አብን ፓርቲ,ድል ለታላቁ ለአማራ ህዝብ
favor,አብን ፓርቲ,አብኖች በርቱልን ጌታ ከናንተ ጋር ይሁን
favor,አብን ፓርቲ,አብኖች አደንቃችሁአለሁ በርቱ ብቃታችሁ የሚደነቅ ነው
favor,አብን ፓርቲ,ፈጣሪ ይጠብቃችሁ በርቱ በሀቅ ከሆነ ሁሌም አሽናፊ ነን
favor,አብን ፓርቲ,የአብን መሪዎች ቀጥሉበት የአማራ ህዝብ መሪ አጥቶ እንጂ ጀግንነትኮ በደምና በአጥንቱ የሰረፀ የጀግና ዘር ነው አሁንም አንድ አማራ ለሁሉም አማራ እያልን ኢትዮጵያ በልባችን ባንዲራዋን በእጃችን ይዘን ሁሌም እናሸንፋለን
favor,አብን ፓርቲ,አብን በርቱልን ፈጣሪ ይጠብቃችሁ
favor,አብን ፓርቲ,እነዚህን ልጆች ጠብቋቸው አደራ! ዐማራ ሆይ አደራህን!
favor,አብን ፓርቲ,በርቱ የኛ ጀግኖች የአማራ ያይን ብሌን ናችሁ ድል ለኛ ክብር ለፍኖ
favor,አብን ፓርቲ,ሺ አመት ኑሩልን የቁርጥ ቀን ልጆች እንኳን ከእናንተ ተፈጠርኩ የሀገር ኩራት ናችሁ በርቱ
favor,አብን ፓርቲ,አብን ለአማራ ህዝብ ለምታደርጉት ቆራጥ መሪነት እናመሰግናለን።
favor,አብን ፓርቲ,ክብር ይስጥልን ጀግናው አብን
favor,አብን ፓርቲ,"""አብን"" የማይበገሩት አንበሶች!!!"
favor,አብን ፓርቲ,50 ሚሊዮን የአማራ ህዝብ ከእናንተ ጋር ነው።።።።
favor,አብን ፓርቲ,ወንድሞቸ ስልጣን ማለት መላዉ መንግስት ጋር በመግባባት አብሮነትንና አንድነትን ማስጠበቅ በመከራ ጊዜ እንደዚህ አብሮ መሆን ኑሩልን
favor,አብን ፓርቲ,አማራ ባልሆንም የኢትዮጵያዊው አብን ደጋፊ ነኝ ፍትህ ለእስክንድር ነጋ ድል ለአማራ ድል ለባልደራስ አማራ አንድ ሁን ንቃ
favor,አብን ፓርቲ,ከ አብን ጋር ወደፊት።
favor,አብን ፓርቲ,በርቱ ጀግኖቻችን እውነት ከያዛችሁ ታሸንፋላችሁ
favor,አብን ፓርቲ,እነዛን የመንደር ቀበሌዎች በአዴንን አንስቶ እናንተን ለአማራ ሕዝብ መሪ የምትሆኑበት ቀን እሩቅ አይሆንም
against,አብን ፓርቲ,አሁን የአብን አቋም የምንሰማበት ሰዓት አይደለም። ሀገር ሲኖር ነው አብን የሚኖረው። ከፖለቲካው ትኩሳት ጋር አብራችሁ መጓዝ ብትችሉ መልካም ነው።
favor,አብን ፓርቲ,አብን የአማራ ብቻ ሳይሆን የመላው ኢትዮጵያዊ አለኝታ ነው
favor,አብን ፓርቲ,ወንድም የሱፍ በጣም ግሩም ድንቅ ማብራሪያ ንው እናመስግን አለን በርቱ ከጎናችሁ አለን በርቱ
favor,አብን ፓርቲ,መይሣው ካሳ በዚህ ዘመን መጥቶ ፓርቲ ቢመሰርት የአብን ሊቀመንበር የሚሆን ይመስለኛል። አይዟችሁ ግፉበት...
favor,አብን ፓርቲ,ይህ ሲያንገበግበን የኖረ ነው እግዚአብሔር አሳየን
favor,አብን ፓርቲ,አብን እግዚአብሔር ይርዳቾሁ
neutral,አብን ፓርቲ,ሰላም ተስፋዬ:ሰላም የሀገሬ ልጆች: እግዚአብሔር በሰራው የኛ የሁላችን በሆነው ምድር በመተሳሰብ እንኑር::አመስግኑ: ይቅር በሉ: አፍቅሩ: ተስፋ አድርጉ: ስጡ: አሁን ውስጥ በደስታ ኑሩ ከህይወት ወንዝ ጋር ፍሰሱ!!!!
favor,አብን ፓርቲ,አብን ጣሂር። ዬሱፌ በርቱ ማሮቸ። አማራወች የአማራው አይን በርቱ እግዚአብሄር ይጠብቃችሁ እናንተ ፋኖ ብቻ ናችሁ ያላችሁን
favor,አብን ፓርቲ,አብንቾ ህዝብን አንቁ በርቱ አሻባሪው አፈር በልቶ ተነሰቶም ደም አልጠገበም ።
favor,አብን ፓርቲ,አብን ዋነኛው የአማራ የ50 ሚሊዮን እዝብ ተስፋችን ገና የ3አመት አዳጊ ግን ገናና ድርጅት ነው። እናመሰግናለን
favor,አብን ፓርቲ,አብኖች የኛ ባኮኑ ኑሮ አርር ድብን ብየ እሞት ነበር የአማራ መዳኛ ና መከታ ለኢትዮጵያ ደሞ ተስፋ ናችሁ በርቱ።
favor,አብን ፓርቲ,እናንተን ነው ይመጣል የተባለው ቴድሮሥን ትቸ እንደ ቴድሮሥ የምጠብቃቹ በርቱልን የምጠብቃቹ
favor,አብን ፓርቲ,ኦርጋኒክ የሆነውን የአማራ አስተሳሰብ ይሄ ነው ወዳጅም ጠላት እዩልን በተለይ መድረኩን ለዘመናት የከለከላችውን አማራ ተውቦ በእውቀት ታጭቆ ከች ብሏል ስታማምሩ ፈጣሪ በሄዳችውበት ሁሉ መገሱን ሰቶ ከፍታችው ይቁምላችው የሱፍዬ እኳንም ተፈጠርክ
favor,አብን ፓርቲ,አብን የአዲስ ትውልድና የኢትዮጵያ ብሩህ ተስፋ ነው !! ወያኔ ደነፋም አልደነፋም ማን እንደሆነ በውል የማያውቅ ኢትዮጵያዊ የለም !! የአማራ ህዝብ እስራኤልን በመሰለ አደረጃጀት መቆም አለበት !! ይህ ከየትም አቅጣጫ የሚመጣበትን ጥቃት መመከት ብቻ ሳይሆን ለአገርም መድህን ለመሆን ይረዳዋል !!!
